time,x_accel,y_accel,z_accel
11624,0.0,0.0,0.0
11634,0.0,0.0,0.0
11644,0.0,0.0,0.0
11654,0.0,0.0,0.0
11664,0.0,0.0,0.0
11674,0.0,0.0,0.0
11684,0.0,0.0,0.0
11694,0.0,0.0,0.0
11704,0.0,0.0,0.0
11714,0.0,0.0,0.0
11724,0.0,0.0,0.0
11734,0.0,0.0,0.0
11744,0.0,0.0,0.0
11754,0.0,0.0,0.0
11764,0.0,0.0,0.0
11774,0.0,0.0,0.0
11784,0.0,0.0,0.0
11794,0.0,0.0,0.0
11804,0.0,0.0,0.0
11814,0.0,0.0,0.0
11824,0.0,0.0,0.0
11834,0.0,0.0,0.0
11844,0.0,0.0,0.0
11854,0.0,0.0,0.0
11864,0.0,0.0,0.0
11874,0.0,0.0,0.0
11884,0.0,0.0,0.0
11894,0.0,0.0,0.0
11904,0.0,0.0,0.0
11914,0.0,0.0,0.0
11924,0.0,0.0,0.0
11934,0.0,0.0,0.0
11944,0.0,0.0,0.0
11954,0.0,0.0,0.0
11964,0.0,0.0,0.0
11974,0.0,0.0,0.0
11984,0.0,0.0,0.0
11994,0.0,0.0,0.0
12004,0.0,0.0,0.0
12014,0.0,0.0,0.0
12024,0.0,0.0,0.0
12034,0.0,0.0,0.0
12044,0.0,0.0,0.0
12054,0.0,0.0,0.0
12064,0.0,0.0,0.0
12074,0.0,0.0,0.0
12084,0.0,0.0,0.0
12094,0.0,0.0,0.0
12104,0.0,0.0,0.0
12114,0.0,0.0,0.0
12124,0.0,0.0,0.0
12134,0.0,0.0,0.0
12144,0.0,0.0,0.0
12154,0.0,0.0,0.0
12164,0.0,0.0,0.0
12174,0.0,0.0,0.0
12184,0.0,0.0,0.0
12194,0.0,0.0,0.0
12204,0.0,0.0,0.0
12214,0.0,0.0,0.0
12224,0.0,0.0,0.0
12234,0.0,0.0,0.0
12244,0.0,0.0,0.0
12254,0.0,0.0,0.0
12264,0.0,0.0,0.0
12274,0.0,0.0,0.0
12284,0.0,0.0,0.0
12294,0.0,0.0,0.0
12304,0.0,0.0,0.0
12314,0.0,0.0,0.0
12324,0.0,0.0,0.0
12334,0.0,0.0,0.0
12344,0.0,0.0,0.0
12354,0.0,0.0,0.0
12364,0.0,0.0,0.0
12374,0.0,0.0,0.0
12384,0.0,0.0,0.0
12394,0.0,0.0,0.0
12404,0.0,0.0,0.0
12414,0.0,0.0,0.0
12424,0.0,0.0,0.0
12434,0.0,0.0,0.0
12444,0.0,0.0,0.0
12454,0.0,0.0,0.0
12464,0.0,0.0,0.0
12474,0.0,0.0,0.0
12484,0.0,0.0,0.0
12494,0.0,0.0,0.0
12504,0.0,0.0,0.0
12514,0.0,0.0,0.0
12524,0.0,0.0,0.0
12534,0.0,0.0,0.0
12544,0.0,0.0,0.0
12554,0.0,0.0,0.0
12564,0.0,0.0,0.0
12574,0.0,0.0,0.0
12584,0.0,0.0,0.0
12594,0.0,0.0,0.0
12604,0.0,0.0,0.0
12614,0.0,0.0,0.0
12624,0.0,0.0,0.0
12634,0.0,0.0,0.0
12644,0.0,0.0,0.0
12654,0.0,0.0,0.0
12664,0.0,0.0,0.0
12674,0.0,0.0,0.0
12684,0.0,0.0,0.0
12694,0.0,0.0,0.0
12704,0.0,0.0,0.0
12714,0.0,0.0,0.0
12724,0.0,0.0,0.0
12734,0.0,0.0,0.0
12744,0.0,0.0,0.0
12754,0.0,0.0,0.0
12764,0.0,0.0,0.0
12774,0.0,0.0,0.0
12784,0.0,0.0,0.0
12794,0.0,0.0,0.0
12804,0.0,0.0,0.0
12814,0.0,0.0,0.0
12824,0.0,0.0,0.0
12834,0.0,0.0,0.0
12844,0.0,0.0,0.0
12854,0.0,0.0,0.0
12864,0.0,0.0,0.0
12874,0.0,0.0,0.0
12884,0.0,0.0,0.0
12894,0.0,0.0,0.0
12904,0.0,0.0,0.0
12914,0.0,0.0,0.0
12924,0.0,0.0,0.0
12934,0.0,0.0,0.0
12944,0.0,0.0,0.0
12954,0.0,0.0,0.0
12964,0.0,0.0,0.0
12974,0.0,0.0,0.0
12984,0.0,0.0,0.0
12994,0.0,0.0,0.0
13004,0.0,0.0,0.0
13014,0.0,0.0,0.0
13024,0.0,0.0,0.0
13034,0.0,0.0,0.0
13044,0.0,0.0,0.0
13054,0.0,0.0,0.0
13064,0.0,0.0,0.0
13074,0.0,0.0,0.0
13084,0.0,0.0,0.0
13094,0.0,0.0,0.0
13104,0.0,0.0,0.0
13114,0.0,0.0,0.0
13124,0.0,0.0,0.0
13134,0.0,0.0,0.0
13144,0.0,0.0,0.0
13154,0.0,0.0,0.0
13164,0.0,0.0,0.0
13174,0.0,0.0,0.0
13184,0.0,0.0,0.0
13194,0.0,0.0,0.0
13204,0.0,0.0,0.0
13214,0.0,0.0,0.0
13224,0.0,0.0,0.0
13234,0.0,0.0,0.0
13244,0.0,0.0,0.0
13254,0.0,0.0,0.0
13264,0.0,0.0,0.0
13274,0.0,0.0,0.0
13284,0.0,0.0,0.0
13294,0.0,0.0,0.0
13304,0.0,0.0,0.0
13314,0.0,0.0,0.0
13324,0.0,0.0,0.0
13334,0.0,0.0,0.0
13344,0.0,0.0,0.0
13354,0.0,0.0,0.0
13364,0.0,0.0,0.0
13374,0.0,0.0,0.0
13384,0.0,0.0,0.0
13394,0.0,0.0,0.0
13404,0.0,0.0,0.0
13414,0.0,0.0,0.0
13424,0.0,0.0,0.0
13434,0.0,0.0,0.0
13444,0.0,0.0,0.0
13454,0.0,0.0,0.0
13464,0.0,0.0,0.0
13474,0.0,0.0,0.0
13484,0.0,0.0,0.0
13494,0.0,0.0,0.0
13504,0.0,0.0,0.0
13514,0.0,0.0,0.0
13524,0.0,0.0,0.0
13534,0.0,0.0,0.0
13544,0.0,0.0,0.0
13554,0.0,0.0,0.0
13564,0.0,0.0,0.0
13574,0.0,0.0,0.0
13584,0.0,0.0,0.0
13594,0.0,0.0,0.0
13604,0.0,0.0,0.0
13614,0.0,0.0,0.0
13624,0.0,0.0,0.0
13634,0.0,0.0,0.0
13644,0.0,0.0,0.0
13654,0.0,0.0,0.0
13664,0.0,0.0,0.0
13674,0.0,0.0,0.0
13684,0.0,0.0,0.0
13694,0.0,0.0,0.0
13704,0.0,0.0,0.0
13714,0.0,0.0,0.0
13724,0.0,0.0,0.0
13734,0.0,0.0,0.0
13744,0.0,0.0,0.0
13754,0.0,0.0,0.0
13764,0.0,0.0,0.0
13774,0.0,0.0,0.0
13784,0.0,0.0,0.0
13794,0.0,0.0,0.0
13804,0.0,0.0,0.0
13814,0.0,0.0,0.0
13824,0.0,0.0,0.0
13834,0.0,0.0,0.0
13844,0.0,0.0,0.0
13854,0.0,0.0,0.0
13864,0.0,0.0,0.0
13874,0.0,0.0,0.0
13884,0.0,0.0,0.0
13894,0.0,0.0,0.0
13904,0.0,0.0,0.0
13914,0.0,0.0,0.0
13924,0.0,0.0,0.0
13934,0.0,0.0,0.0
13944,0.0,0.0,0.0
13954,0.0,0.0,0.0
13964,0.0,0.0,0.0
13974,0.0,0.0,0.0
13984,0.0,0.0,0.0
13994,0.0,0.0,0.0
14004,0.0,0.0,0.0
14014,0.0,0.0,0.0
14024,0.0,0.0,0.0
14034,0.0,0.0,0.0
14044,0.0,0.0,0.0
14054,0.0,0.0,0.0
14064,0.0,0.0,0.0
14074,0.0,0.0,0.0
14084,0.0,0.0,0.0
14094,0.0,0.0,0.0
14104,0.0,0.0,0.0
14114,0.0,0.0,0.0
14124,0.0,0.0,0.0
14134,0.0,0.0,0.0
14144,0.0,0.0,0.0
14154,0.0,0.0,0.0
14164,0.0,0.0,0.0
14174,0.0,0.0,0.0
14184,0.0,0.0,0.0
14194,0.0,0.0,0.0
14204,0.0,0.0,0.0
14214,0.0,0.0,0.0
14224,0.0,0.0,0.0
14234,0.0,0.0,0.0
14244,0.0,0.0,0.0
14254,0.0,0.0,0.0
14264,0.0,0.0,0.0
14274,0.0,0.0,0.0
14284,0.0,0.0,0.0
14294,0.0,0.0,0.0
14304,0.0,0.0,0.0
14314,0.0,0.0,0.0
14324,0.0,0.0,0.0
14334,0.0,0.0,0.0
14344,0.0,0.0,0.0
14354,0.0,0.0,0.0
14364,0.0,0.0,0.0
14374,0.0,0.0,0.0
14384,0.0,0.0,0.0
14394,0.0,0.0,0.0
14404,0.0,0.0,0.0
14414,0.0,0.0,0.0
14424,0.0,0.0,0.0
14434,0.0,0.0,0.0
14444,0.0,0.0,0.0
14454,0.0,0.0,0.0
14464,0.0,0.0,0.0
14474,0.0,0.0,0.0
14484,0.0,0.0,0.0
14494,0.0,0.0,0.0
14504,0.0,0.0,0.0
14514,0.0,0.0,0.0
14524,0.0,0.0,0.0
14534,0.0,0.0,0.0
14544,0.0,0.0,0.0
14554,0.0,0.0,0.0
14564,0.0,0.0,0.0
14574,0.0,0.0,0.0
14584,0.0,0.0,0.0
14594,0.0,0.0,0.0
14604,0.0,0.0,0.0
14614,0.0,0.0,0.0
14624,0.0,0.0,0.0
14634,0.0,0.0,0.0
14644,0.0,0.0,0.0
14654,0.0,0.0,0.0
14664,0.0,0.0,0.0
14674,0.0,0.0,0.0
14684,0.0,0.0,0.0
14694,0.0,0.0,0.0
14704,0.0,0.0,0.0
14714,0.0,0.0,0.0
14724,0.0,0.0,0.0
14734,0.0,0.0,0.0
14744,0.0,0.0,0.0
14754,0.0,0.0,0.0
14764,0.0,0.0,0.0
14774,0.0,0.0,0.0
14784,0.0,0.0,0.0
14794,0.0,0.0,0.0
14804,0.0,0.0,0.0
14814,0.0,0.0,0.0
14824,0.0,0.0,0.0
14834,0.0,0.0,0.0
14844,0.0,0.0,0.0
14854,0.0,0.0,0.0
14864,0.0,0.0,0.0
14874,0.0,0.0,0.0
14884,0.0,0.0,0.0
14894,0.0,0.0,0.0
14904,0.0,0.0,0.0
14914,0.0,0.0,0.0
14924,0.0,0.0,0.0
14934,0.0,0.0,0.0
14944,0.0,0.0,0.0
14954,0.0,0.0,0.0
14964,0.0,0.0,0.0
14974,0.0,0.0,0.0
14984,0.0,0.0,0.0
14994,0.0,0.0,0.0
15004,0.0,0.0,0.0
15014,0.0,0.0,0.0
15024,0.0,0.0,0.0
15034,0.0,0.0,0.0
15044,0.0,0.0,0.0
15054,0.0,0.0,0.0
15064,0.0,0.0,0.0
15074,0.0,0.0,0.0
15084,0.0,0.0,0.0
15094,0.0,0.0,0.0
15104,0.0,0.0,0.0
15114,0.0,0.0,0.0
15124,0.0,0.0,0.0
15134,0.0,0.0,0.0
15144,0.0,0.0,0.0
15154,0.0,0.0,0.0
15164,0.0,0.0,0.0
15174,0.0,0.0,0.0
15184,0.0,0.0,0.0
15194,0.0,0.0,0.0
15204,0.0,0.0,0.0
15214,0.0,0.0,0.0
15224,0.0,0.0,0.0
15234,0.0,0.0,0.0
15244,0.0,0.0,0.0
15254,0.0,0.0,0.0
15264,0.0,0.0,0.0
15274,0.0,0.0,0.0
15284,0.0,0.0,0.0
15294,0.0,0.0,0.0
15304,0.0,0.0,0.0
15314,0.0,0.0,0.0
15324,0.0,0.0,0.0
15334,0.0,0.0,0.0
15344,0.0,0.0,0.0
15354,0.0,0.0,0.0
15364,0.0,0.0,0.0
15374,0.0,0.0,0.0
15384,0.0,0.0,0.0
15394,0.0,0.0,0.0
